filename,lat,lon,distrito,zona,status,pool_count
sp_LAPA_ZER_1_00518.png,-23.52743502348282,-46.717922665481744,LAPA,ZER_1,success,5
sp_LAPA_ZER_1_00519.png,-23.52895735928743,-46.71314461999247,LAPA,ZER_1,success,1
sp_LAPA_ZM_u_00520.png,-23.51565240596097,-46.71467033725316,LAPA,ZM_u,success,1
sp_LAPA_ZM_u_00521.png,-23.518216126536707,-46.69615085403407,LAPA,ZM_u,success,0
sp_LAPA_ZM_u_00522.png,-23.5342735695244,-46.7063602371617,LAPA,ZM_u,success,3
sp_LAPA_ZM_u_00523.png,-23.520068714610183,-46.694402757947564,LAPA,ZM_u,success,0
sp_LAPA_ZM_u_00524.png,-23.51208546890677,-46.7149062956642,LAPA,ZM_u,success,1
sp_LAPA_ZM_u_00525.png,-23.51282181306033,-46.69833037953328,LAPA,ZM_u,success,0
sp_LAPA_ZM_u_00526.png,-23.528358064659013,-46.70791482646826,LAPA,ZM_u,success,1
sp_LAPA_ZM_u_00527.png,-23.513316742220468,-46.71096678755477,LAPA,ZM_u,success,0
sp_JAGUARE_ZEIS_1_00528.png,-23.54616166324596,-46.74182180211816,JAGUARE,ZEIS_1,success,0
sp_JAGUARE_ZEIS_3_00529.png,-23.551809988835004,-46.753144955335166,JAGUARE,ZEIS_3,success,0
sp_JAGUARE_ZEIS_5_00530.png,-23.54909297405232,-46.75524113530023,JAGUARE,ZEIS_5,success,0
sp_JAGUARE_ZM_u_00531.png,-23.55470633782852,-46.74627535050286,JAGUARE,ZM_u,success,0
sp_JAGUARE_ZM_u_00532.png,-23.5513181460665,-46.74560444866995,JAGUARE,ZM_u,success,0
sp_JAGUARE_ZM_u_00533.png,-23.54851806613353,-46.75150284929742,JAGUARE,ZM_u,success,0
sp_JAGUARE_ZM_u_00534.png,-23.53131016758389,-46.756830568555095,JAGUARE,ZM_u,success,0
sp_JAGUARE_ZM_u_00535.png,-23.540494161735324,-46.75471182207817,JAGUARE,ZM_u,success,0
sp_GRAJAU_ZEIS_1_00536.png,-23.75691934515686,-46.68730883866448,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00537.png,-23.731449306629223,-46.67859389529559,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00538.png,-23.73719925901592,-46.66440557253413,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00539.png,-23.74812861675443,-46.65571551569633,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00540.png,-23.73997115027232,-46.658555185920605,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00541.png,-23.77414340157769,-46.67281811527821,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00542.png,-23.760600360696422,-46.67264492619204,GRAJAU,ZEIS_1,success,1
sp_GRAJAU_ZEIS_1_00543.png,-23.763277069860955,-46.67562246226949,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00544.png,-23.73861179416925,-46.680526244553135,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00545.png,-23.76850081101557,-46.70902888423752,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00546.png,-23.765857277488124,-46.70310766190527,GRAJAU,ZEIS_1,success,1
sp_GRAJAU_ZEIS_1_00547.png,-23.76047256272,-46.700094341065714,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00548.png,-23.765792253628508,-46.70899349575938,GRAJAU,ZEIS_1,success,1
sp_GRAJAU_ZEIS_1_00549.png,-23.78294740257459,-46.68043722073683,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00550.png,-23.7855917824996,-46.68635884035372,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00551.png,-23.788332502742573,-46.6834503375825,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00552.png,-23.82223350415889,-46.70024520781358,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00553.png,-23.81410784827917,-46.70013933518692,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00554.png,-23.754461289845032,-46.695264054472766,GRAJAU,ZEIS_1,success,1
sp_GRAJAU_ZEIS_1_00555.png,-23.78031198518293,-46.673201905694825,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00556.png,-23.75189179860462,-46.70045631650586,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00557.png,-23.76381487085492,-46.69382358708912,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00558.png,-23.774978675606,-46.69290515139994,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00559.png,-23.76420875949368,-46.68687911155897,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00560.png,-23.76969013027069,-46.68106289925793,GRAJAU,ZEIS_1,success,1
sp_GRAJAU_ZEIS_1_00561.png,-23.748398982498923,-46.67450689392152,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00562.png,-23.74531773031166,-46.66987683558376,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00563.png,-23.74534949930792,-46.66693432203903,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00564.png,-23.755002851505,-46.66405344277332,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00565.png,-23.752759803012644,-46.65748451955333,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00566.png,-23.74987938783156,-46.66342497763067,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00567.png,-23.779305901023136,-46.69807535645168,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00568.png,-23.744840882821663,-46.69453239364608,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00569.png,-23.742067661571348,-46.70038213827478,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00570.png,-23.741220922862087,-46.66974613416851,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00571.png,-23.743897722444444,-46.67272314737887,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_1_00572.png,-23.794660671954087,-46.63961796085734,GRAJAU,ZEIS_1,success,0
sp_GRAJAU_ZEIS_4_00573.png,-23.76155851687124,-46.6814232327684,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00574.png,-23.778059646643538,-46.68819209384311,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00575.png,-23.758051346678712,-46.69710920635253,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00576.png,-23.770535044391817,-46.702555251253706,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00577.png,-23.77980177513172,-46.69271400327792,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00578.png,-23.771989919682728,-46.6791062363574,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00579.png,-23.778390959789263,-46.708797244420325,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00580.png,-23.77478989034178,-46.70907994931725,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00581.png,-23.761434470386863,-46.685658862102905,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00582.png,-23.766679702942792,-46.69971955614882,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00583.png,-23.765247272116746,-46.67908011532015,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZEIS_4_00584.png,-23.760587943158097,-46.690996747036216,GRAJAU,ZEIS_4,success,0
sp_GRAJAU_ZMIS_a_00585.png,-23.75545472791937,-46.67942068903244,GRAJAU,ZMIS_a,success,0
sp_GRAJAU_ZM_a_00586.png,-23.74784403858665,-46.672228230506455,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00587.png,-23.77498671177511,-46.70554323054686,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00588.png,-23.748565461571644,-46.6640022912257,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00589.png,-23.748878354496764,-46.70668857251664,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00590.png,-23.754982562946875,-46.70435272502169,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00591.png,-23.76021454746856,-46.70827959597172,GRAJAU,ZM_a,success,0
sp_GRAJAU_ZM_a_00592.png,-23.77944954053009,-46.68774481349365,GRAJAU,ZM_a,success,0
sp_JARAGUA_ZEIS_1_00593.png,-23.451581587038,-46.72867200642261,JARAGUA,ZEIS_1,success,1
sp_JARAGUA_ZEIS_1_00594.png,-23.433377702334568,-46.72996601668194,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00595.png,-23.4353187966584,-46.73808869788429,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00596.png,-23.438060093514363,-46.73518856394254,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00597.png,-23.42380682794551,-46.7119349758352,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00598.png,-23.42648328599224,-46.71490519847017,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00599.png,-23.43702475263933,-46.72449992054664,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00600.png,-23.43925589001931,-46.74590820641179,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00601.png,-23.44643898815139,-46.75172802108267,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00602.png,-23.45184631247873,-46.70985781750262,JARAGUA,ZEIS_1,success,0
sp_JARAGUA_ZEIS_1_00603.png,-23.44368811481477,-46.71268893078498,JARAGUA,ZEIS_1,success,1
sp_JARAGUA_ZEIS_1_00604.png,-23.45181410511153,-46.71279372519136,JARAGUA,ZEIS_1,success,1
sp_JARAGUA_ZEIS_2_00605.png,-23.448069665396645,-46.72434106279735,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00606.png,-23.43718541159512,-46.74247640872907,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00607.png,-23.4597836181999,-46.73218930053282,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00608.png,-23.46436280357204,-46.7428663181604,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00609.png,-23.461685942231025,-46.74168569292256,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00610.png,-23.44888120112625,-46.75132724751701,JARAGUA,ZEIS_2,success,0
sp_JARAGUA_ZEIS_2_00611.png,-23.4659587237346,-46.75313966441501,JARAGUA,ZEIS_2,success,1
sp_JARAGUA_ZEIS_5_00612.png,-23.43289066339707,-46.74592531311239,JARAGUA,ZEIS_5,success,0
sp_JARAGUA_ZEIS_5_00613.png,-23.44628243795238,-46.71870603798968,JARAGUA,ZEIS_5,success,0
sp_JARAGUA_ZMIS_u_00614.png,-23.44342351123864,-46.72338514542188,JARAGUA,ZMIS_u,success,1
sp_JARAGUA_ZM_a_00615.png,-23.458381390965084,-46.73730094504877,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00616.png,-23.433387487894475,-46.70932445457719,JARAGUA,ZM_a,success,1
sp_JARAGUA_ZM_a_00617.png,-23.442962457698584,-46.7255754420632,JARAGUA,ZM_a,success,1
sp_JARAGUA_ZM_a_00618.png,-23.441006619036656,-46.72736953665354,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00619.png,-23.44167683857299,-46.75360343533438,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00620.png,-23.45561489095569,-46.72709450005167,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00621.png,-23.45724026139412,-46.7209812256397,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00622.png,-23.442595218577843,-46.7514863916321,JARAGUA,ZM_a,success,1
sp_JARAGUA_ZM_a_00623.png,-23.448517253675178,-46.75654821852493,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_a_00624.png,-23.442890237248136,-46.744591173718,JARAGUA,ZM_a,success,0
sp_JARAGUA_ZM_u_00625.png,-23.44728177630072,-46.739294175226895,JARAGUA,ZM_u,success,0
sp_JARAGUA_ZM_u_00626.png,-23.46189231357096,-46.7435851586334,JARAGUA,ZM_u,success,0
sp_JARAGUA_ZM_u_00627.png,-23.47146483774082,-46.757356025232674,JARAGUA,ZM_u,success,0
sp_BELEM_ZEMP_00628.png,-23.531571322074345,-46.60657329768982,BELEM,ZEMP,success,0
sp_BELEM_ZM_u_00629.png,-23.52690580367368,-46.60293561707052,BELEM,ZM_u,success,1
sp_BELEM_ZM_u_00630.png,-23.534999903864662,-46.593951320950566,BELEM,ZM_u,success,0
sp_BELEM_ZM_u_00631.png,-23.53222005402468,-46.591731163557526,BELEM,ZM_u,success,1
sp_BELEM_ZM_u_00632.png,-23.53486862739956,-46.59763960408086,BELEM,ZM_u,success,0
sp_CAPAO REDONDO_ZEIS_1_00633.png,-23.669963080706,-46.775144208311744,CAPAO REDONDO,ZEIS_1,success,1
sp_CAPAO REDONDO_ZEIS_1_00634.png,-23.682839215715344,-46.79799439801577,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00635.png,-23.661937420306334,-46.79155004197466,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00636.png,-23.65394749694825,-46.779678200632254,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00637.png,-23.659330683306617,-46.782691931320976,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00638.png,-23.65387985623025,-46.78555877559345,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00639.png,-23.667285937366128,-46.79256763649031,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00640.png,-23.690886896676005,-46.7964849801731,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00641.png,-23.683723797626683,-46.78465156476955,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00642.png,-23.68643227413633,-46.784688376134575,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00643.png,-23.67563222018612,-46.7816003914718,CAPAO REDONDO,ZEIS_1,success,1
sp_CAPAO REDONDO_ZEIS_1_00644.png,-23.67714237613653,-46.76975134203916,CAPAO REDONDO,ZEIS_1,success,1
sp_CAPAO REDONDO_ZEIS_1_00645.png,-23.66737418725895,-46.76181653241476,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00646.png,-23.67502983794812,-46.79419710248956,CAPAO REDONDO,ZEIS_1,success,0
sp_CAPAO REDONDO_ZEIS_1_00647.png,-23.68423695159509,-46.79706328733189,CAPAO REDONDO,ZEIS_1,success,1
sp_CAPAO REDONDO_ZM_a_00648.png,-23.691987167839784,-46.7950531468353,CAPAO REDONDO,ZM_a,success,1
sp_SANTANA_ZEMP_00649.png,-23.50249615465287,-46.632015693330494,SANTANA,ZEMP,success,0
sp_SANTANA_ZM_u_00650.png,-23.490380444263327,-46.63288734410509,SANTANA,ZM_u,success,0
sp_SANTANA_ZM_u_00651.png,-23.49067560963193,-46.63949376940522,SANTANA,ZM_u,success,3
sp_SANTANA_ZM_u_00652.png,-23.492186867818145,-46.64271471813918,SANTANA,ZM_u,success,0
sp_SANTANA_ZM_u_00653.png,-23.49471394430274,-46.63755881798143,SANTANA,ZM_u,success,0
sp_CAMPO LIMPO_ZEIS_1_00654.png,-23.6411053191388,-46.76008267929917,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00655.png,-23.632727168305035,-46.74905221398664,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00656.png,-23.62364677062091,-46.746743798514615,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00657.png,-23.63704775627494,-46.74516842387959,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00658.png,-23.638877269828605,-46.78255824067803,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00659.png,-23.64345447732373,-46.77541049398794,CAMPO LIMPO,ZEIS_1,success,2
sp_CAMPO LIMPO_ZEIS_1_00660.png,-23.63590227566561,-46.766964940258205,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00661.png,-23.642597257275856,-46.77690700947117,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00662.png,-23.6480435450496,-46.77113490229711,CAMPO LIMPO,ZEIS_1,success,1
sp_CAMPO LIMPO_ZEIS_1_00663.png,-23.64523401325651,-46.77991875496684,CAMPO LIMPO,ZEIS_1,success,1
sp_CAMPO LIMPO_ZEIS_1_00664.png,-23.63295079257277,-46.75523644212474,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_1_00665.png,-23.64380974232684,-46.74995558067631,CAMPO LIMPO,ZEIS_1,success,0
sp_CAMPO LIMPO_ZEIS_2_00666.png,-23.64406454493892,-46.76653898883772,CAMPO LIMPO,ZEIS_2,success,0
sp_CAMPO LIMPO_ZMIS_u_00667.png,-23.639610458372992,-46.76145009294259,CAMPO LIMPO,ZMIS_u,success,0
sp_CAMPO LIMPO_ZM_u_00668.png,-23.62039365239941,-46.75293354520741,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00669.png,-23.63878548631401,-46.75796015593491,CAMPO LIMPO,ZM_u,success,2
sp_CAMPO LIMPO_ZM_u_00670.png,-23.649013144163938,-46.764037776826726,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00671.png,-23.650919371929383,-46.765512799452914,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00672.png,-23.655327227990373,-46.76539619603936,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00673.png,-23.6497987431882,-46.76885385587532,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00674.png,-23.64480136512774,-46.786548042496506,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00675.png,-23.62666309412247,-46.7466411758644,CAMPO LIMPO,ZM_u,success,7
sp_CAMPO LIMPO_ZM_u_00676.png,-23.63025948482841,-46.74966847213373,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00677.png,-23.61529394447119,-46.75758372050857,CAMPO LIMPO,ZM_u,success,0
sp_CAMPO LIMPO_ZM_u_00678.png,-23.639478455797327,-46.76888053983688,CAMPO LIMPO,ZM_u,success,1
sp_CIDADE ADEMAR_ZEIS_1_00679.png,-23.68055550190577,-46.64804081644953,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00680.png,-23.67775268704177,-46.65682990147011,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00681.png,-23.686525811556667,-46.64510693783571,CIDADE ADEMAR,ZEIS_1,success,1
sp_CIDADE ADEMAR_ZEIS_1_00682.png,-23.691943158510533,-46.6451748195897,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00683.png,-23.684366425009,-46.65534637696,CIDADE ADEMAR,ZEIS_1,success,1
sp_CIDADE ADEMAR_ZEIS_1_00684.png,-23.681594770967763,-46.661194436062445,CIDADE ADEMAR,ZEIS_1,success,2
sp_CIDADE ADEMAR_ZEIS_1_00685.png,-23.681601646964747,-46.66722925355573,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00686.png,-23.67574570623114,-46.66147584799037,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00687.png,-23.68222131423245,-46.646839276011725,CIDADE ADEMAR,ZEIS_1,success,0
sp_CIDADE ADEMAR_ZEIS_1_00688.png,-23.677205410039512,-46.63287249132992,CIDADE ADEMAR,ZEIS_1,success,0
sp_SAO MATEUS_ZEIS_1_00689.png,-23.605695241623025,-46.47492373324531,SAO MATEUS,ZEIS_1,success,1
sp_SAO MATEUS_ZEIS_1_00690.png,-23.59705777753564,-46.47954968232796,SAO MATEUS,ZEIS_1,success,0
sp_SAO MATEUS_ZEIS_1_00691.png,-23.60271694703277,-46.485847249493744,SAO MATEUS,ZEIS_1,success,0
sp_SAO MATEUS_ZEIS_1_00692.png,-23.594301717251668,-46.4963353990396,SAO MATEUS,ZEIS_1,success,0
sp_SAO MATEUS_ZEIS_1_00693.png,-23.605424937078933,-46.48546813505074,SAO MATEUS,ZEIS_1,success,1
sp_SAO MATEUS_ZEIS_1_00694.png,-23.61402162641708,-46.457499171703766,SAO MATEUS,ZEIS_1,success,0
sp_SAO MATEUS_ZEIS_2_00695.png,-23.60134615560767,-46.4600766071821,SAO MATEUS,ZEIS_2,success,2
sp_SAO MATEUS_ZEIS_5_00696.png,-23.59608016512082,-46.47332740911814,SAO MATEUS,ZEIS_5,success,0
sp_SAO MATEUS_ZEIS_5_00697.png,-23.606630556318503,-46.456490114272434,SAO MATEUS,ZEIS_5,success,0
sp_SAO MATEUS_ZM_a_00698.png,-23.61545954477929,-46.46750402350991,SAO MATEUS,ZM_a,success,0
sp_SAO MATEUS_ZM_a_00699.png,-23.605332143447537,-46.4589853867472,SAO MATEUS,ZM_a,success,0
sp_SAO MATEUS_ZM_a_00700.png,-23.597149035829457,-46.46420877986241,SAO MATEUS,ZM_a,success,0
sp_ARICANDUVA_ZEIS_1_00701.png,-23.568891502488743,-46.519101433010746,ARICANDUVA,ZEIS_1,success,0
sp_ARICANDUVA_ZEIS_5_00702.png,-23.559853889932526,-46.51587469884712,ARICANDUVA,ZEIS_5,success,0
sp_ARICANDUVA_ZM_u_00703.png,-23.58339148873662,-46.51502544476347,ARICANDUVA,ZM_u,success,0
sp_VILA CURUCA_ZEIS_1_00704.png,-23.51568740562621,-46.40289018801882,VILA CURUCA,ZEIS_1,success,0
sp_VILA CURUCA_ZEIS_1_00705.png,-23.512925318158025,-46.4087368623176,VILA CURUCA,ZEIS_1,success,2
sp_VILA CURUCA_ZEIS_1_00706.png,-23.510958670598068,-46.41378419103935,VILA CURUCA,ZEIS_1,success,0
sp_VILA CURUCA_ZEIS_1_00707.png,-23.51453297252374,-46.42673465555484,VILA CURUCA,ZEIS_1,success,1
sp_VILA CURUCA_ZEIS_1_00708.png,-23.518521953509936,-46.41636830597097,VILA CURUCA,ZEIS_1,success,0
sp_VILA CURUCA_ZEIS_1_00709.png,-23.506675542224407,-46.40497569836249,VILA CURUCA,ZEIS_1,success,0
sp_VILA CURUCA_ZEIS_1_00710.png,-23.52641751019804,-46.4002855452423,VILA CURUCA,ZEIS_1,success,0
sp_VILA CURUCA_ZM_u_00711.png,-23.51103241032561,-46.41718102459704,VILA CURUCA,ZM_u,success,1
sp_VILA CURUCA_ZM_u_00712.png,-23.5191871283322,-46.430216046902856,VILA CURUCA,ZM_u,success,0
sp_ITAIM BIBI_ZM_u_00713.png,-23.59118738918488,-46.68570295093593,ITAIM BIBI,ZM_u,success,1
sp_ITAIM BIBI_ZM_u_00714.png,-23.591123474748613,-46.69082516051584,ITAIM BIBI,ZM_u,success,0
sp_SAO DOMINGOS_ZEIS_1_00715.png,-23.491699723758,-46.758443081335535,SAO DOMINGOS,ZEIS_1,success,0
sp_SAO DOMINGOS_ZEIS_1_00716.png,-23.48356053028653,-46.75780311002249,SAO DOMINGOS,ZEIS_1,success,0
sp_SAO DOMINGOS_ZEIS_1_00717.png,-23.48359362655053,-46.75486657014737,SAO DOMINGOS,ZEIS_1,success,0
sp_SAO DOMINGOS_ZER_1_00718.png,-23.497563288833177,-46.73185908846652,SAO DOMINGOS,ZER_1,success,5
sp_SAO DOMINGOS_ZM_u_00719.png,-23.507186929933937,-46.72479772490163,SAO DOMINGOS,ZM_u,success,0
sp_SAO DOMINGOS_ZM_u_00720.png,-23.47425287541671,-46.75412305471426,SAO DOMINGOS,ZM_u,success,0
sp_SAO DOMINGOS_ZM_u_00721.png,-23.498019589034417,-46.75159902069822,SAO DOMINGOS,ZM_u,success,1
sp_VILA LEOPOLDINA_ZM_u_00722.png,-23.539952982772565,-46.73429626771708,VILA LEOPOLDINA,ZM_u,success,0
sp_VILA LEOPOLDINA_ZM_u_00723.png,-23.529361321652893,-46.74089909528991,VILA LEOPOLDINA,ZM_u,success,2
sp_VILA LEOPOLDINA_ZM_u_00724.png,-23.518013068040872,-46.727568192393306,VILA LEOPOLDINA,ZM_u,success,0
sp_VILA LEOPOLDINA_ZM_u_00725.png,-23.53973446099581,-46.73996010178498,VILA LEOPOLDINA,ZM_u,success,0
sp_FREGUESIA DO O_ZEIS_2_00726.png,-23.467821070031583,-46.71061760024086,FREGUESIA DO O,ZEIS_2,success,0
sp_FREGUESIA DO O_ZEMP_00727.png,-23.502842940024664,-46.701629672865415,FREGUESIA DO O,ZEMP,success,2
sp_FREGUESIA DO O_ZM_u_00728.png,-23.480142736618195,-46.69592762952235,FREGUESIA DO O,ZM_u,success,0
sp_FREGUESIA DO O_ZM_u_00729.png,-23.4932230438212,-46.70752739642204,FREGUESIA DO O,ZM_u,success,0
sp_CASA VERDE_ZEMP_00730.png,-23.50569679623973,-46.6656525478102,CASA VERDE,ZEMP,success,1
sp_CASA VERDE_ZM_u_00731.png,-23.5035021365971,-46.6535476061202,CASA VERDE,ZM_u,success,0
sp_CASA VERDE_ZM_u_00732.png,-23.48769750796208,-46.65979904392679,CASA VERDE,ZM_u,success,0
sp_CASA VERDE_ZM_u_00733.png,-23.48654161975503,-46.66196045629019,CASA VERDE,ZM_u,success,2
sp_MOOCA_ZM_u_00734.png,-23.54935068334063,-46.59899510044465,MOOCA,ZM_u,success,0
sp_MOOCA_ZM_u_00735.png,-23.55142476807972,-46.59365732051241,MOOCA,ZM_u,success,2
sp_MOOCA_ZM_u_00736.png,-23.55786190176945,-46.607499355161664,MOOCA,ZM_u,success,0
sp_BRASILANDIA_ZEIS_1_00737.png,-23.466097620109675,-46.68491802737578,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00738.png,-23.46281192316531,-46.69475708527919,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00739.png,-23.46327855538802,-46.69237457248991,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00740.png,-23.460665203551137,-46.68353162014948,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00741.png,-23.46337390314485,-46.683565979810034,BRASILANDIA,ZEIS_1,success,1
sp_BRASILANDIA_ZEIS_1_00742.png,-23.46704328328496,-46.67970160907888,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00743.png,-23.45586460977029,-46.70999580914814,BRASILANDIA,ZEIS_1,success,0
sp_BRASILANDIA_ZEIS_1_00744.png,-23.44785700593713,-46.69759886856964,BRASILANDIA,ZEIS_1,success,0
