distrito,zona,lat,lon
PIRITUBA,ZM_u,-23.490954124090436,-46.73414302756938
PIRITUBA,ZM_u,-23.46568170747159,-46.717373979080065
CIDADE LIDER,ZEIS_1,-23.574968855228047,-46.48548646007594
CIDADE LIDER,ZEIS_1,-23.55534585910863,-46.50181473009611
CIDADE LIDER,ZEIS_1,-23.56303198739114,-46.48086858622849
CIDADE LIDER,ZEIS_1,-23.572265219687075,-46.49175323392583
CIDADE LIDER,ZEIS_2,-23.56539244104216,-46.49740470473661
CIDADE LIDER,ZM_u,-23.56221470263239,-46.50552369080966
CIDADE LIDER,ZM_u,-23.563799158219727,-46.50094255333074
CIDADE LIDER,ZM_u,-23.561053744748758,-46.49536321324821
CIDADE LIDER,ZM_u,-23.557754881788643,-46.483055939606906
CIDADE LIDER,ZM_u,-23.558632144661704,-46.47785107857454
CIDADE LIDER,ZM_u,-23.568892778071646,-46.495963948463704
PINHEIROS,ZM_u,-23.56783047668299,-46.69830557346033
PINHEIROS,ZM_u,-23.572638371730957,-46.69494333562583
PINHEIROS,ZM_u,-23.570419491890483,-46.695444484925495
VILA ANDRADE,ZEIS_1,-23.62114996507828,-46.7287605074894
VILA ANDRADE,ZEIS_1,-23.615765522498982,-46.72574989425558
VILA ANDRADE,ZEIS_1,-23.63671542135665,-46.74204766205481
VILA ANDRADE,ZEIS_5,-23.62186698509877,-46.72938135591884
VILA ANDRADE,ZER_1,-23.614762862254455,-46.71738456122704
VILA ANDRADE,ZER_1,-23.618319719260935,-46.71495965416206
VILA ANDRADE,ZM_u,-23.623765029780042,-46.72165469038201
VILA ANDRADE,ZM_u,-23.623862749391517,-46.71937735334519
VILA ANDRADE,ZM_u,-23.629356312088575,-46.72478601979125
VILA ANDRADE,ZM_u,-23.631781027122518,-46.72955098108204
VILA ANDRADE,ZM_u,-23.62348959471065,-46.72990123879124
VILA ANDRADE,ZM_u,-23.629220243055528,-46.723107813209914
VILA ANDRADE,ZM_u,-23.62482133840891,-46.730717901837416
VILA ANDRADE,ZM_u,-23.62032375062191,-46.74316952537574
VILA ANDRADE,ZM_u,-23.620779151010925,-46.71119206739311
VILA ANDRADE,ZM_u,-23.62348775597242,-46.711227258726666
VILA ANDRADE,ZM_u,-23.62756254099286,-46.7382488508979
VILA ANDRADE,ZM_u,-23.63029159109273,-46.74066502071072
VILA ANDRADE,ZM_u,-23.62592121141961,-46.719281346513
VILA ANDRADE,ZM_u,-23.638568499097687,-46.73183898574319
VILA GUILHERME,ZEMP,-23.506941597605888,-46.609521059128724
VILA GUILHERME,ZEMP,-23.511578839307393,-46.60985744720177
VILA GUILHERME,ZEMP,-23.50969504534833,-46.61161711694054
VILA GUILHERME,ZEMP,-23.510117770895917,-46.61460207923187
VILA GUILHERME,ZEMP,-23.515407898075047,-46.598630457272435
VILA GUILHERME,ZEMP,-23.51181729693746,-46.59942144560898
VILA GUILHERME,ZEMP,-23.50944311065628,-46.60810523642582
VILA JACUI,ZEIS_1,-23.509461730058042,-46.45323421262773
VILA JACUI,ZEIS_1,-23.4836719971406,-46.46399763029832
VILA JACUI,ZEIS_1,-23.486380975275257,-46.4640275432908
VILA JACUI,ZEIS_1,-23.51242368200706,-46.45496897772989
VILA JACUI,ZEIS_1,-23.504935743972283,-46.46976227240507
VILA JACUI,ZEIS_1,-23.48509893042409,-46.46703202472936
VILA JACUI,ZEIS_1,-23.49286884913876,-46.46731532418919
VILA JACUI,ZEIS_1,-23.50651426322878,-46.46018875154354
VILA JACUI,ZEIS_1,-23.51268556582687,-46.46635545644805
VILA JACUI,ZEIS_1,-23.51060634818102,-46.473245561817514
IPIRANGA,ZEIS_1,-23.60198482438352,-46.596346098681515
IPIRANGA,ZEIS_2,-23.606713323292148,-46.59034756178462
IPIRANGA,ZEIS_3,-23.60527876891563,-46.581303401547686
IPIRANGA,ZM_u,-23.579210989366782,-46.60074922890743
ANHANGUERA,ZEIS_1,-23.435392672936736,-46.774162573537225
ANHANGUERA,ZEIS_1,-23.451551288529277,-46.79048065517135
ANHANGUERA,ZEIS_1,-23.442068431451602,-46.78819817521186
ANHANGUERA,ZEIS_1,-23.439388250401578,-46.7785812140291
ANHANGUERA,ZEIS_1,-23.437101248286407,-46.77488147661952
ANHANGUERA,ZEIS_1,-23.44148051459048,-46.79312204185006
ANHANGUERA,ZEIS_1,-23.445730096317817,-46.79590100941236
ANHANGUERA,ZEIS_1,-23.437782674766865,-46.80952891401052
ANHANGUERA,ZEIS_1,-23.446010145520905,-46.800832712084166
ANHANGUERA,ZEIS_1,-23.448752540959408,-46.79793373898295
ANHANGUERA,ZEIS_2,-23.444094168128064,-46.79378669966794
ANHANGUERA,ZER_a,-23.4298042498227,-46.76342290040228
ANHANGUERA,ZM_a,-23.450368486137688,-46.79087031129717
ANHANGUERA,ZM_a,-23.41866342279619,-46.811192854272484
ANHANGUERA,ZM_a,-23.44711484624866,-46.78794577550701
ANHANGUERA,ZM_a,-23.436328606896307,-46.767473447914114
ANHANGUERA,ZM_a,-23.436295336253785,-46.77040892262773
ANHANGUERA,ZM_u,-23.435722575771134,-46.781541839509174
ANHANGUERA,ZM_u,-23.44837569458157,-46.78442049909816
SAPOPEMBA,ZEIS_1,-23.603956189372695,-46.50722359317209
SAPOPEMBA,ZEIS_1,-23.617281038834694,-46.490958474809595
SAPOPEMBA,ZEIS_1,-23.619933324685537,-46.49686904287861
SAPOPEMBA,ZEIS_1,-23.62269883504615,-46.49101979564798
SAPOPEMBA,ZEIS_1,-23.590193182438334,-46.52384929214887
SAPOPEMBA,ZEIS_1,-23.61519950589552,-46.517766659609016
SAPOPEMBA,ZEIS_1,-23.616177798992418,-46.50861505706587
SAPOPEMBA,ZEIS_1,-23.597762713144306,-46.49957506152507
SAPOPEMBA,ZEIS_1,-23.591490841438535,-46.51046812823223
SAPOPEMBA,ZEIS_1,-23.61366487814322,-46.514242506000784
SAPOPEMBA,ZMIS_u,-23.604871612133884,-46.498202497232896
SAPOPEMBA,ZMIS_u,-23.604929779060118,-46.50392717795805
SAPOPEMBA,ZMIS_u,-23.604819472075476,-46.49990202164938
SAPOPEMBA,ZM_u,-23.62439770082156,-46.49617499809233
SAPOPEMBA,ZM_u,-23.621651243074727,-46.50740290068659
SAPOPEMBA,ZM_u,-23.622703215678296,-46.50510256186446
SAPOPEMBA,ZM_u,-23.618791881014335,-46.49967484066061
RAPOSO TAVARES,ZEIS_1,-23.598895244655832,-46.77519513632268
RAPOSO TAVARES,ZEIS_1,-23.595800767490328,-46.78763726123186
RAPOSO TAVARES,ZEIS_1,-23.591605788040326,-46.76308524096108
RAPOSO TAVARES,ZEIS_1,-23.5987803409488,-46.78819007944414
RAPOSO TAVARES,ZEIS_1,-23.60311514857505,-46.79344930102071
RAPOSO TAVARES,ZEIS_2,-23.588293024945138,-46.777189299290704
RAPOSO TAVARES,ZEIS_2,-23.583863442282087,-46.802428768928266
RAPOSO TAVARES,ZEIS_2,-23.574481376052404,-46.784304524094665
RAPOSO TAVARES,ZEIS_5,-23.58370668432148,-46.797765436039654
RAPOSO TAVARES,ZEIS_5,-23.58013277871312,-46.78577707692334
RAPOSO TAVARES,ZMIS_a,-23.587288324295944,-46.798655303051156
RAPOSO TAVARES,ZMIS_u,-23.600822982606527,-46.786858986818046
RAPOSO TAVARES,ZM_a,-23.60029872518703,-46.77793712436668
RAPOSO TAVARES,ZM_a,-23.601028223122498,-46.789980358610805
RAPOSO TAVARES,ZM_a,-23.59490528244016,-46.803838174111
RAPOSO TAVARES,ZM_a,-23.587225379813866,-46.805017497094326
RAPOSO TAVARES,ZM_a,-23.59241534048103,-46.77340663910488
RAPOSO TAVARES,ZM_a,-23.595117056274237,-46.77879926957256
RAPOSO TAVARES,ZM_a,-23.5833612551871,-46.78679904544487
RAPOSO TAVARES,ZM_a,-23.585880253538086,-46.76162280959214
RAPOSO TAVARES,ZM_a,-23.595431558717635,-46.79870635113123
RAPOSO TAVARES,ZM_a,-23.594443229873388,-46.7704997936493
LAPA,ZER_1,-23.52743502348282,-46.717922665481744
LAPA,ZER_1,-23.52895735928743,-46.71314461999247
LAPA,ZM_u,-23.515652405960978,-46.71467033725316
LAPA,ZM_u,-23.518216126536707,-46.696150854034066
LAPA,ZM_u,-23.534273569524398,-46.7063602371617
LAPA,ZM_u,-23.520068714610186,-46.694402757947564
LAPA,ZM_u,-23.51208546890677,-46.7149062956642
LAPA,ZM_u,-23.512821813060338,-46.698330379533274
LAPA,ZM_u,-23.528358064659013,-46.70791482646826
LAPA,ZM_u,-23.513316742220468,-46.710966787554774
JAGUARE,ZEIS_1,-23.546161663245954,-46.74182180211816
JAGUARE,ZEIS_3,-23.551809988835004,-46.753144955335166
JAGUARE,ZEIS_5,-23.54909297405232,-46.75524113530023
JAGUARE,ZM_u,-23.55470633782852,-46.74627535050286
JAGUARE,ZM_u,-23.5513181460665,-46.74560444866995
JAGUARE,ZM_u,-23.548518066133532,-46.75150284929742
JAGUARE,ZM_u,-23.53131016758389,-46.756830568555095
JAGUARE,ZM_u,-23.540494161735324,-46.75471182207817
GRAJAU,ZEIS_1,-23.75691934515686,-46.68730883866448
GRAJAU,ZEIS_1,-23.731449306629223,-46.678593895295585
GRAJAU,ZEIS_1,-23.737199259015917,-46.66440557253413
GRAJAU,ZEIS_1,-23.74812861675443,-46.65571551569633
GRAJAU,ZEIS_1,-23.739971150272318,-46.658555185920605
GRAJAU,ZEIS_1,-23.77414340157769,-46.67281811527821
GRAJAU,ZEIS_1,-23.760600360696422,-46.67264492619204
GRAJAU,ZEIS_1,-23.763277069860955,-46.67562246226949
GRAJAU,ZEIS_1,-23.738611794169255,-46.680526244553135
GRAJAU,ZEIS_1,-23.76850081101557,-46.70902888423752
GRAJAU,ZEIS_1,-23.765857277488124,-46.70310766190527
GRAJAU,ZEIS_1,-23.760472562719993,-46.700094341065714
GRAJAU,ZEIS_1,-23.765792253628508,-46.70899349575938
GRAJAU,ZEIS_1,-23.78294740257459,-46.68043722073683
GRAJAU,ZEIS_1,-23.785591782499598,-46.68635884035372
GRAJAU,ZEIS_1,-23.788332502742573,-46.6834503375825
GRAJAU,ZEIS_1,-23.822233504158895,-46.70024520781358
GRAJAU,ZEIS_1,-23.814107848279175,-46.70013933518692
GRAJAU,ZEIS_1,-23.754461289845032,-46.695264054472766
GRAJAU,ZEIS_1,-23.78031198518293,-46.673201905694825
GRAJAU,ZEIS_1,-23.75189179860462,-46.70045631650586
GRAJAU,ZEIS_1,-23.763814870854922,-46.69382358708912
GRAJAU,ZEIS_1,-23.774978675605993,-46.69290515139994
GRAJAU,ZEIS_1,-23.764208759493673,-46.68687911155897
GRAJAU,ZEIS_1,-23.76969013027069,-46.68106289925793
GRAJAU,ZEIS_1,-23.748398982498923,-46.674506893921524
GRAJAU,ZEIS_1,-23.74531773031166,-46.669876835583764
GRAJAU,ZEIS_1,-23.745349499307913,-46.66693432203903
GRAJAU,ZEIS_1,-23.755002851504997,-46.66405344277332
GRAJAU,ZEIS_1,-23.752759803012644,-46.65748451955333
GRAJAU,ZEIS_1,-23.74987938783156,-46.66342497763067
GRAJAU,ZEIS_1,-23.779305901023136,-46.698075356451675
GRAJAU,ZEIS_1,-23.744840882821663,-46.69453239364608
GRAJAU,ZEIS_1,-23.742067661571348,-46.70038213827478
GRAJAU,ZEIS_1,-23.741220922862087,-46.66974613416851
GRAJAU,ZEIS_1,-23.743897722444444,-46.67272314737887
GRAJAU,ZEIS_1,-23.794660671954087,-46.63961796085734
GRAJAU,ZEIS_4,-23.76155851687124,-46.681423232768395
GRAJAU,ZEIS_4,-23.778059646643538,-46.68819209384311
GRAJAU,ZEIS_4,-23.758051346678712,-46.69710920635253
GRAJAU,ZEIS_4,-23.770535044391817,-46.702555251253706
GRAJAU,ZEIS_4,-23.779801775131716,-46.69271400327792
GRAJAU,ZEIS_4,-23.771989919682728,-46.6791062363574
GRAJAU,ZEIS_4,-23.778390959789263,-46.708797244420325
GRAJAU,ZEIS_4,-23.77478989034178,-46.70907994931725
GRAJAU,ZEIS_4,-23.761434470386863,-46.685658862102905
GRAJAU,ZEIS_4,-23.766679702942792,-46.69971955614882
GRAJAU,ZEIS_4,-23.765247272116742,-46.67908011532015
GRAJAU,ZEIS_4,-23.760587943158097,-46.690996747036216
GRAJAU,ZMIS_a,-23.75545472791937,-46.67942068903244
GRAJAU,ZM_a,-23.747844038586646,-46.672228230506455
GRAJAU,ZM_a,-23.77498671177511,-46.70554323054686
GRAJAU,ZM_a,-23.748565461571644,-46.6640022912257
GRAJAU,ZM_a,-23.748878354496764,-46.70668857251664
GRAJAU,ZM_a,-23.754982562946875,-46.70435272502169
GRAJAU,ZM_a,-23.76021454746856,-46.70827959597172
GRAJAU,ZM_a,-23.77944954053009,-46.687744813493644
JARAGUA,ZEIS_1,-23.451581587038,-46.72867200642261
JARAGUA,ZEIS_1,-23.433377702334568,-46.72996601668194
JARAGUA,ZEIS_1,-23.435318796658393,-46.738088697884294
JARAGUA,ZEIS_1,-23.438060093514363,-46.73518856394254
JARAGUA,ZEIS_1,-23.42380682794551,-46.7119349758352
JARAGUA,ZEIS_1,-23.42648328599224,-46.71490519847017
JARAGUA,ZEIS_1,-23.43702475263933,-46.724499920546634
JARAGUA,ZEIS_1,-23.43925589001931,-46.74590820641179
JARAGUA,ZEIS_1,-23.44643898815139,-46.75172802108267
JARAGUA,ZEIS_1,-23.45184631247873,-46.70985781750262
JARAGUA,ZEIS_1,-23.44368811481477,-46.71268893078498
JARAGUA,ZEIS_1,-23.451814105111538,-46.71279372519136
JARAGUA,ZEIS_2,-23.448069665396645,-46.72434106279735
JARAGUA,ZEIS_2,-23.43718541159512,-46.74247640872907
JARAGUA,ZEIS_2,-23.4597836181999,-46.73218930053282
JARAGUA,ZEIS_2,-23.464362803572037,-46.7428663181604
JARAGUA,ZEIS_2,-23.461685942231025,-46.74168569292256
JARAGUA,ZEIS_2,-23.448881201126255,-46.751327247517004
JARAGUA,ZEIS_2,-23.4659587237346,-46.75313966441501
JARAGUA,ZEIS_5,-23.43289066339707,-46.74592531311239
JARAGUA,ZEIS_5,-23.44628243795238,-46.71870603798968
JARAGUA,ZMIS_u,-23.443423511238638,-46.72338514542188
JARAGUA,ZM_a,-23.458381390965084,-46.73730094504877
JARAGUA,ZM_a,-23.433387487894475,-46.70932445457719
JARAGUA,ZM_a,-23.442962457698584,-46.725575442063196
JARAGUA,ZM_a,-23.441006619036656,-46.72736953665354
JARAGUA,ZM_a,-23.44167683857299,-46.75360343533438
JARAGUA,ZM_a,-23.45561489095569,-46.72709450005167
JARAGUA,ZM_a,-23.45724026139412,-46.720981225639704
JARAGUA,ZM_a,-23.442595218577843,-46.7514863916321
JARAGUA,ZM_a,-23.448517253675178,-46.75654821852493
JARAGUA,ZM_a,-23.442890237248136,-46.744591173718
JARAGUA,ZM_u,-23.44728177630072,-46.739294175226895
JARAGUA,ZM_u,-23.46189231357096,-46.7435851586334
JARAGUA,ZM_u,-23.47146483774082,-46.757356025232674
BELEM,ZEMP,-23.531571322074345,-46.60657329768982
BELEM,ZM_u,-23.52690580367368,-46.60293561707052
BELEM,ZM_u,-23.534999903864662,-46.593951320950566
BELEM,ZM_u,-23.532220054024673,-46.591731163557526
BELEM,ZM_u,-23.534868627399554,-46.59763960408086
CAPAO REDONDO,ZEIS_1,-23.669963080705994,-46.775144208311744
CAPAO REDONDO,ZEIS_1,-23.682839215715344,-46.79799439801577
CAPAO REDONDO,ZEIS_1,-23.661937420306334,-46.79155004197466
CAPAO REDONDO,ZEIS_1,-23.653947496948255,-46.779678200632254
CAPAO REDONDO,ZEIS_1,-23.659330683306617,-46.782691931320976
CAPAO REDONDO,ZEIS_1,-23.653879856230255,-46.78555877559345
CAPAO REDONDO,ZEIS_1,-23.667285937366128,-46.79256763649031
CAPAO REDONDO,ZEIS_1,-23.690886896676005,-46.7964849801731
CAPAO REDONDO,ZEIS_1,-23.683723797626683,-46.78465156476955
CAPAO REDONDO,ZEIS_1,-23.686432274136326,-46.784688376134575
CAPAO REDONDO,ZEIS_1,-23.675632220186117,-46.7816003914718
CAPAO REDONDO,ZEIS_1,-23.67714237613653,-46.76975134203916
CAPAO REDONDO,ZEIS_1,-23.66737418725895,-46.76181653241476
CAPAO REDONDO,ZEIS_1,-23.675029837948113,-46.79419710248956
CAPAO REDONDO,ZEIS_1,-23.684236951595086,-46.79706328733189
CAPAO REDONDO,ZM_a,-23.691987167839784,-46.7950531468353
SANTANA,ZEMP,-23.50249615465287,-46.632015693330494
SANTANA,ZM_u,-23.490380444263327,-46.63288734410509
SANTANA,ZM_u,-23.490675609631932,-46.63949376940522
SANTANA,ZM_u,-23.492186867818145,-46.64271471813918
SANTANA,ZM_u,-23.49471394430274,-46.63755881798143
CAMPO LIMPO,ZEIS_1,-23.641105319138802,-46.760082679299174
CAMPO LIMPO,ZEIS_1,-23.632727168305035,-46.74905221398664
CAMPO LIMPO,ZEIS_1,-23.62364677062091,-46.746743798514615
CAMPO LIMPO,ZEIS_1,-23.63704775627494,-46.74516842387959
CAMPO LIMPO,ZEIS_1,-23.638877269828605,-46.78255824067803
CAMPO LIMPO,ZEIS_1,-23.64345447732373,-46.77541049398794
CAMPO LIMPO,ZEIS_1,-23.635902275665615,-46.766964940258205
CAMPO LIMPO,ZEIS_1,-23.642597257275856,-46.776907009471174
CAMPO LIMPO,ZEIS_1,-23.6480435450496,-46.771134902297106
CAMPO LIMPO,ZEIS_1,-23.64523401325651,-46.779918754966836
CAMPO LIMPO,ZEIS_1,-23.632950792572775,-46.75523644212474
CAMPO LIMPO,ZEIS_1,-23.643809742326837,-46.74995558067631
CAMPO LIMPO,ZEIS_2,-23.644064544938914,-46.76653898883772
CAMPO LIMPO,ZMIS_u,-23.639610458372992,-46.76145009294259
CAMPO LIMPO,ZM_u,-23.620393652399414,-46.75293354520741
CAMPO LIMPO,ZM_u,-23.63878548631401,-46.75796015593491
CAMPO LIMPO,ZM_u,-23.649013144163938,-46.764037776826726
CAMPO LIMPO,ZM_u,-23.650919371929383,-46.765512799452914
CAMPO LIMPO,ZM_u,-23.655327227990373,-46.765396196039354
CAMPO LIMPO,ZM_u,-23.6497987431882,-46.76885385587532
CAMPO LIMPO,ZM_u,-23.64480136512774,-46.786548042496506
CAMPO LIMPO,ZM_u,-23.62666309412247,-46.7466411758644
CAMPO LIMPO,ZM_u,-23.63025948482841,-46.74966847213373
CAMPO LIMPO,ZM_u,-23.61529394447119,-46.75758372050857
CAMPO LIMPO,ZM_u,-23.639478455797327,-46.76888053983688
CIDADE ADEMAR,ZEIS_1,-23.68055550190577,-46.64804081644953
CIDADE ADEMAR,ZEIS_1,-23.677752687041778,-46.65682990147011
CIDADE ADEMAR,ZEIS_1,-23.686525811556667,-46.64510693783571
CIDADE ADEMAR,ZEIS_1,-23.691943158510533,-46.6451748195897
CIDADE ADEMAR,ZEIS_1,-23.684366425008996,-46.655346376960004
CIDADE ADEMAR,ZEIS_1,-23.681594770967763,-46.661194436062445
CIDADE ADEMAR,ZEIS_1,-23.681601646964747,-46.66722925355573
CIDADE ADEMAR,ZEIS_1,-23.67574570623114,-46.661475847990374
CIDADE ADEMAR,ZEIS_1,-23.68222131423245,-46.646839276011725
CIDADE ADEMAR,ZEIS_1,-23.677205410039512,-46.63287249132992
SAO MATEUS,ZEIS_1,-23.605695241623025,-46.47492373324531
SAO MATEUS,ZEIS_1,-23.597057777535642,-46.479549682327956
SAO MATEUS,ZEIS_1,-23.602716947032775,-46.485847249493744
SAO MATEUS,ZEIS_1,-23.594301717251668,-46.496335399039594
SAO MATEUS,ZEIS_1,-23.605424937078933,-46.48546813505074
SAO MATEUS,ZEIS_1,-23.614021626417074,-46.457499171703766
SAO MATEUS,ZEIS_2,-23.60134615560767,-46.4600766071821
SAO MATEUS,ZEIS_5,-23.59608016512082,-46.47332740911814
SAO MATEUS,ZEIS_5,-23.606630556318503,-46.456490114272434
SAO MATEUS,ZM_a,-23.61545954477929,-46.46750402350991
SAO MATEUS,ZM_a,-23.605332143447537,-46.458985386747194
SAO MATEUS,ZM_a,-23.597149035829457,-46.46420877986241
ARICANDUVA,ZEIS_1,-23.568891502488743,-46.519101433010746
ARICANDUVA,ZEIS_5,-23.559853889932526,-46.51587469884712
ARICANDUVA,ZM_u,-23.58339148873662,-46.51502544476347
VILA CURUCA,ZEIS_1,-23.515687405626206,-46.40289018801882
VILA CURUCA,ZEIS_1,-23.512925318158025,-46.4087368623176
VILA CURUCA,ZEIS_1,-23.510958670598068,-46.41378419103935
VILA CURUCA,ZEIS_1,-23.51453297252374,-46.42673465555484
VILA CURUCA,ZEIS_1,-23.518521953509936,-46.41636830597097
VILA CURUCA,ZEIS_1,-23.506675542224407,-46.40497569836249
VILA CURUCA,ZEIS_1,-23.526417510198034,-46.4002855452423
VILA CURUCA,ZM_u,-23.511032410325615,-46.417181024597035
VILA CURUCA,ZM_u,-23.519187128332202,-46.430216046902856
ITAIM BIBI,ZM_u,-23.591187389184878,-46.68570295093593
ITAIM BIBI,ZM_u,-23.591123474748613,-46.69082516051584
SAO DOMINGOS,ZEIS_1,-23.491699723757993,-46.758443081335535
SAO DOMINGOS,ZEIS_1,-23.483560530286532,-46.75780311002249
SAO DOMINGOS,ZEIS_1,-23.48359362655053,-46.75486657014737
SAO DOMINGOS,ZER_1,-23.497563288833177,-46.73185908846652
SAO DOMINGOS,ZM_u,-23.507186929933937,-46.72479772490163
SAO DOMINGOS,ZM_u,-23.47425287541671,-46.75412305471426
SAO DOMINGOS,ZM_u,-23.498019589034417,-46.75159902069822
VILA LEOPOLDINA,ZM_u,-23.539952982772565,-46.73429626771708
VILA LEOPOLDINA,ZM_u,-23.529361321652893,-46.740899095289905
VILA LEOPOLDINA,ZM_u,-23.518013068040872,-46.727568192393306
VILA LEOPOLDINA,ZM_u,-23.53973446099581,-46.73996010178498
FREGUESIA DO O,ZEIS_2,-23.467821070031583,-46.71061760024086
FREGUESIA DO O,ZEMP,-23.502842940024664,-46.701629672865415
FREGUESIA DO O,ZM_u,-23.480142736618195,-46.69592762952235
FREGUESIA DO O,ZM_u,-23.493223043821196,-46.70752739642204
CASA VERDE,ZEMP,-23.505696796239732,-46.6656525478102
CASA VERDE,ZM_u,-23.5035021365971,-46.6535476061202
CASA VERDE,ZM_u,-23.487697507962082,-46.65979904392679
CASA VERDE,ZM_u,-23.48654161975503,-46.66196045629019
MOOCA,ZM_u,-23.54935068334063,-46.59899510044465
MOOCA,ZM_u,-23.551424768079716,-46.59365732051241
MOOCA,ZM_u,-23.557861901769446,-46.607499355161664
BRASILANDIA,ZEIS_1,-23.466097620109675,-46.68491802737578
BRASILANDIA,ZEIS_1,-23.46281192316531,-46.69475708527919
BRASILANDIA,ZEIS_1,-23.46327855538802,-46.69237457248991
BRASILANDIA,ZEIS_1,-23.460665203551137,-46.68353162014948
BRASILANDIA,ZEIS_1,-23.46337390314485,-46.683565979810034
BRASILANDIA,ZEIS_1,-23.467043283284962,-46.67970160907888
BRASILANDIA,ZEIS_1,-23.45586460977029,-46.70999580914814
BRASILANDIA,ZEIS_1,-23.447857005937134,-46.697598868569635
BRASILANDIA,ZEIS_1,-23.450629476124284,-46.691761682270354
BRASILANDIA,ZEIS_1,-23.45075638552372,-46.68001799673506
BRASILANDIA,ZEIS_1,-23.45420163698191,-46.70819910743444
BRASILANDIA,ZEIS_1,-23.455367020864763,-46.70076497770725
BRASILANDIA,ZEIS_1,-23.45810768784517,-46.697863615703966
BRASILANDIA,ZEIS_1,-23.46081636823109,-46.697898263554826
BRASILANDIA,ZEIS_1,-23.441410748919125,-46.70750753586897
BRASILANDIA,ZEIS_1,-23.446105149384138,-46.701550656105745
BRASILANDIA,ZEIS_1,-23.476359586512405,-46.68536204722536
BRASILANDIA,ZEIS_1,-23.47916015400857,-46.68469045935778
BRASILANDIA,ZM_u,-23.46005770047729,-46.69235396800226
SACOMA,ZEIS_1,-23.620686267236163,-46.59094872758451
SACOMA,ZEIS_1,-23.609851178832923,-46.59081790044811
SACOMA,ZEIS_1,-23.652547921998202,-46.60562856239122
SACOMA,ZEIS_1,-23.65189570382774,-46.596366391980965
SACOMA,ZEIS_2,-23.655190736822075,-46.60724254241227
SACOMA,ZM_u,-23.619401883987955,-46.5989898928876
SACOMA,ZM_u,-23.61512184161815,-46.58660227584828
SACOMA,ZM_u,-23.614017996533224,-46.58249988330933
SACOMA,ZM_u,-23.625125673345686,-46.58525088259222
SACOMA,ZM_u,-23.631406423737673,-46.5898174828489
SACOMA,ZM_u,-23.61656506854706,-46.58546982227762
SACOMA,ZM_u,-23.610716378524806,-46.586920674323544
SACOMA,ZM_u,-23.65754393898062,-46.61275780275835
SACOMA,ZM_u,-23.607727870524933,-46.59262327602481
SACOMA,ZM_u,-23.642250324339145,-46.599899932329464
SACOMA,ZM_u,-23.627208617120043,-46.6034165614434
LIMAO,ZEIS_1,-23.494051233465672,-46.66936583888429
LIMAO,ZEIS_1,-23.50453781637449,-46.686158843792995
LIMAO,ZEIS_1,-23.509760051137924,-46.67741351114759
LIMAO,ZEMP,-23.502800714632972,-46.66975878263741
LIMAO,ZEMP,-23.500881844668953,-46.68601848826771
LIMAO,ZEMP,-23.50687540171831,-46.67586793703197
LIMAO,ZEMP,-23.50335394453161,-46.67706898131714
LIMAO,ZM_u,-23.4975341339958,-46.67060650263912
ITAIM PAULISTA,ZEIS_1,-23.519773942296588,-46.3964356872981
ITAIM PAULISTA,ZEIS_1,-23.517117485969184,-46.3905315164271
ITAIM PAULISTA,ZEIS_1,-23.504718589554095,-46.389661632750986
ITAIM PAULISTA,ZEIS_1,-23.50393467713689,-46.36981449190852
ITAIM PAULISTA,ZEIS_1,-23.503960484754842,-46.36687695563847
ITAIM PAULISTA,ZEIS_1,-23.514786605312626,-46.37435250400517
ITAIM PAULISTA,ZEIS_1,-23.49857507968972,-46.390694323406024
ITAIM PAULISTA,ZEIS_1,-23.50412631339016,-46.379613735563154
ITAIM PAULISTA,ZEIS_1,-23.512227464025916,-46.38263610258905
ITAIM PAULISTA,ZEIS_1,-23.50149504356571,-46.37077310529434
ITAIM PAULISTA,ZEIS_1,-23.50571343334871,-46.40494594797194
ITAIM PAULISTA,ZEIS_1,-23.49549542346384,-46.382440602309025
ITAIM PAULISTA,ZM_u,-23.507651059829634,-46.39897652492149
PEDREIRA,ZEIS_1,-23.692791082704712,-46.650070048246604
PEDREIRA,ZEIS_1,-23.695608848080504,-46.64710107674429
PEDREIRA,ZEIS_1,-23.69573360832337,-46.63533531723597
PEDREIRA,ZEIS_1,-23.6984422923692,-46.6353690687757
PEDREIRA,ZEIS_1,-23.68961891077341,-46.66272999557978
PEDREIRA,ZEIS_1,-23.711883379013397,-46.655329990486955
PEDREIRA,ZEIS_1,-23.71044451587135,-46.659865096761564
PEDREIRA,ZEIS_1,-23.711113250568037,-46.61983685977788
PEDREIRA,ZEIS_1,-23.70840454999,-46.61980340864171
PEDREIRA,ZEIS_1,-23.688134112484818,-46.657832602032315
PEDREIRA,ZEIS_1,-23.687983142898076,-46.652968117130115
PEDREIRA,ZEIS_4,-23.700135853500758,-46.632643327741995
PEDREIRA,ZEIS_4,-23.708306511625015,-46.650551002833545
PEDREIRA,ZER_a,-23.719625973930487,-46.64293116264921
PEDREIRA,ZER_a,-23.722365867583477,-46.64002307166405
PEDREIRA,ZER_a,-23.722272014969263,-46.64884916943076
PEDREIRA,ZER_a,-23.71971947908593,-46.634105216745596
PEDREIRA,ZER_a,-23.715441118874214,-46.63652428911501
PEDREIRA,ZER_a,-23.722567263558958,-46.63716840622262
PEDREIRA,ZM_a,-23.691272170211054,-46.6566201110159
PEDREIRA,ZM_a,-23.71260888292462,-46.62590013850742
